Order_ID,Order_Date,Customer_ID,City,Order_Value,Category_Count,Row_Count,Category
ORD100083,2025-01-06,CUST8346,Hyderabad,439609.5,1,1,Electronics
ORD100084,2025-10-24,CUST7484,Gaya,223452.45,1,1,Education
ORD100085,2025-03-07,CUST7911,Delhi,142731.2,1,1,Electronics
ORD100086,2025-08-24,CUST4229,Hyderabad,136626.6,1,1,Education
ORD100087,2025-03-17,CUST2290,Mumbai,48677.96,1,1,Education
ORD100088,2025-12-17,CUST1246,Kolkata,2094.36,1,1,Electronics
ORD100089,2025-04-16,CUST3689,Delhi,163989.92,1,1,Electronics
ORD100090,2025-10-29,CUST7476,Hyderabad,118002.51,1,1,Education
ORD100091,2025-12-15,CUST7037,Mumbai,405004.41,1,1,Grocery
ORD100092,2025-12-24,CUST8578,Kolkata,6910.12,1,1,Electronics
ORD100093,2025-04-28,CUST6618,Pune,230997.12,1,1,Fashion
ORD100094,2025-11-07,CUST4650,Delhi,143752.47,1,1,Fashion
ORD100095,2025-02-19,CUST5091,Bengaluru,213995.1,1,1,Grocery
ORD100096,2025-05-31,CUST2190,Hyderabad,75639.4,1,1,Grocery
ORD100097,2025-11-12,CUST7277,Mumbai,291741.38,1,1,Fashion
ORD100098,2025-01-22,CUST8623,Hyderabad,407455.5,1,1,Electronics
ORD100099,2025-02-13,CUST5232,Gaya,62434.24,1,1,Electronics
ORD100100,2025-11-02,CUST7462,Patna,2768.1,1,1,Electronics
ORD100101,2025-10-05,CUST7588,Pune,27898.64,1,1,Grocery
ORD100102,2025-12-19,CUST5005,Kolkata,174940.92,1,1,Education
ORD100103,2025-01-14,CUST3210,Mumbai,122561.37,1,1,Electronics
ORD100104,2025-12-12,CUST5926,Gaya,311180.64,1,1,Furniture
ORD100105,2025-11-23,CUST3809,Gaya,51282.42,1,1,Education
ORD100106,2025-10-26,CUST2079,Mumbai,323841.07,1,1,Furniture
ORD100107,2025-08-09,CUST4881,Patna,5629.1,1,1,Education
ORD100108,2025-03-20,CUST6707,Pune,328896.4,1,1,Electronics
ORD100109,2025-09-18,CUST2796,Patna,147307.52,1,1,Education
ORD100110,2025-10-15,CUST5524,Hyderabad,128419.56,1,1,Furniture
ORD100111,2025-09-04,CUST9882,Kolkata,33198.0,1,1,Electronics
ORD100112,2025-03-01,CUST3001,Gaya,7916.91,1,1,Electronics
ORD100113,2025-01-17,CUST5433,Delhi,100010.88,1,1,Education
ORD100114,2025-07-11,CUST3794,Hyderabad,103917.5,1,1,Education
ORD100115,2025-09-09,CUST2345,Bengaluru,224371.6,1,1,Education
ORD100116,2025-02-13,CUST8316,Hyderabad,369482.04,1,1,Electronics
ORD100117,2025-03-27,CUST9354,Patna,42782.38,1,1,Grocery
ORD100118,2025-09-18,CUST2871,Delhi,147500.76,1,1,Furniture
ORD100119,2025-04-10,CUST7341,Hyderabad,166562.96,1,1,Electronics
ORD100121,2025-05-19,CUST9563,Gaya,35133.76,1,1,Education
ORD100122,2025-12-22,CUST2286,Patna,36304.28,1,1,Electronics
ORD100123,2025-11-20,CUST2423,Hyderabad,113778.84,1,1,Electronics
ORD100124,2025-07-08,CUST2378,Hyderabad,19026.35,1,1,Fashion
ORD100125,2025-01-14,CUST6995,Hyderabad,325425.87,1,1,Education
ORD100126,2025-06-13,CUST3677,Patna,17041.21,1,1,Fashion
ORD100127,2025-01-14,CUST6627,Patna,248966.58,1,1,Grocery
ORD100128,2025-12-04,CUST6238,Gaya,259301.0,1,1,Grocery
ORD100129,2025-03-04,CUST8352,Gaya,210254.64,1,1,Electronics
ORD100130,2025-03-09,CUST2870,Patna,174666.56,1,1,Electronics
ORD100131,2025-11-29,CUST4751,Patna,243462.6,1,1,Grocery
ORD100132,2025-01-17,CUST7031,Gaya,195199.8,1,1,Fashion
ORD100133,2025-03-25,CUST8366,Bengaluru,299029.7,1,1,Education
ORD100134,2025-02-10,CUST2863,Patna,132772.22,1,1,Electronics
ORD100135,2025-03-10,CUST8298,Delhi,429431.7,1,1,Electronics
ORD100136,2025-03-21,CUST9577,Mumbai,145301.46,1,1,Electronics
ORD100137,2025-05-30,CUST3054,Mumbai,63845.1,1,1,Furniture
ORD100138,2025-11-27,CUST6791,Pune,148740.85,1,1,Furniture
ORD100139,2025-09-18,CUST7062,Bengaluru,180509.76,1,1,Electronics
ORD100140,2025-04-04,CUST6625,Hyderabad,121251.76,1,1,Electronics
ORD100141,2025-01-25,CUST4824,Gaya,226245.78,1,1,Electronics
ORD100142,2025-07-31,CUST1339,Kolkata,203324.1,1,1,Education
ORD100143,2025-03-05,CUST1113,Gaya,181063.26,1,1,Fashion
ORD100144,2025-06-30,CUST4034,Kolkata,85717.2,1,1,Electronics
ORD100145,2025-12-06,CUST6997,Gaya,27593.6,1,1,Electronics
ORD100146,2025-03-12,CUST2480,Gaya,20740.93,1,1,Fashion
ORD100147,2025-06-08,CUST9450,Bengaluru,112729.05,1,1,Electronics
ORD100148,2025-07-07,CUST8408,Delhi,122496.24,1,1,Electronics
ORD100149,2025-09-17,CUST7178,Bengaluru,16185.56,1,1,Furniture
ORD100151,2025-09-13,CUST4829,Mumbai,333996.4,1,1,Fashion
ORD100152,2025-02-08,CUST5188,Gaya,439499.43,1,1,Electronics
ORD100153,2025-06-26,CUST1928,Mumbai,340497.71,1,1,Electronics
ORD100154,2025-10-26,CUST3887,Mumbai,169196.64,1,1,Electronics
ORD100155,2025-03-18,CUST5211,Patna,191167.55,1,1,Education
ORD100156,2025-07-22,CUST2236,Pune,26010.12,1,1,Electronics
ORD100157,2025-03-11,CUST5375,Bengaluru,36587.92,1,1,Education
ORD100158,2025-08-31,CUST4137,Gaya,81620.02,1,1,Electronics
ORD100159,2025-02-16,CUST5113,Kolkata,199283.0,1,1,Electronics
ORD100160,2025-09-20,CUST7263,Hyderabad,10851.3,1,1,Furniture
ORD100161,2025-10-22,CUST2562,Bengaluru,437.34,1,1,Grocery
ORD100162,2025-06-03,CUST9297,Kolkata,203724.09,1,1,Electronics
ORD100163,2025-11-04,CUST2295,Mumbai,238983.9,1,1,Education
ORD100164,2025-01-07,CUST3839,Bengaluru,410547.2,1,1,Electronics
ORD100165,2026-01-01,CUST8010,Hyderabad,141200.44,1,1,Grocery
ORD100166,2025-10-20,CUST9008,Hyderabad,125266.25,1,1,Education
ORD100167,2025-09-04,CUST3714,Patna,165724.79,1,1,Grocery
ORD100168,2025-03-03,CUST5036,Patna,299490.08,1,1,Furniture
ORD100169,2025-08-06,CUST1479,Bengaluru,317305.7,1,1,Furniture
ORD100170,2025-04-04,CUST9875,Bengaluru,120557.08,1,1,Electronics
ORD100171,2025-01-20,CUST3522,Bengaluru,30869.01,1,1,Furniture
ORD100172,2025-05-10,CUST4062,Mumbai,8906.18,1,1,Furniture
ORD100173,2025-01-26,CUST4009,Hyderabad,43713.28,1,1,Grocery
ORD100174,2025-04-08,CUST4685,Gaya,241032.51,1,1,Grocery
ORD100175,2025-06-07,CUST3564,Patna,444513.78,1,1,Grocery
ORD100176,2025-01-11,CUST8722,Mumbai,196134.84,1,1,Electronics
ORD100177,2025-06-04,CUST3602,Pune,67401.84,1,1,Electronics
ORD100178,2025-06-21,CUST9812,Pune,28196.26,1,1,Electronics
ORD100179,2025-07-01,CUST4747,Gaya,102099.33,1,1,Electronics
ORD100180,2025-03-05,CUST1766,Kolkata,7119.05,1,1,Electronics
ORD100181,2025-10-31,CUST3366,Delhi,237884.56,1,1,Grocery
ORD100182,2025-01-26,CUST1215,Gaya,10367.0,1,1,Furniture
ORD100183,2025-11-14,CUST3508,Pune,185034.88,1,1,Electronics
ORD100184,2025-10-24,CUST5988,Kolkata,88672.76,1,1,Furniture
ORD100185,2025-01-15,CUST3662,Hyderabad,14919.85,1,1,Electronics
ORD100186,2025-03-08,CUST3397,Gaya,26461.65,1,1,Furniture
ORD100187,2025-05-13,CUST4777,Gaya,21001.73,1,1,Electronics
ORD100188,2025-04-27,CUST9059,Delhi,150907.5,1,1,Electronics
ORD100189,2025-06-26,CUST5600,Bengaluru,143878.14,1,1,Grocery
ORD100190,2025-09-08,CUST7574,Delhi,38214.2,1,1,Furniture
ORD100191,2025-11-27,CUST1436,Delhi,19590.5,1,1,Electronics
ORD100192,2025-02-26,CUST3625,Kolkata,105841.56,1,1,Electronics
ORD100193,2025-06-05,CUST5168,Hyderabad,54797.1,1,1,Electronics
ORD100194,2025-06-13,CUST6821,Pune,274083.6,1,1,Education
ORD100195,2025-08-06,CUST6228,Pune,89287.2,1,1,Education
ORD100196,2025-11-19,CUST3002,Mumbai,219937.28,1,1,Education
ORD100197,2025-10-26,CUST3685,Delhi,35489.21,1,1,Furniture
ORD100198,2025-02-08,CUST3417,Patna,252084.4,1,1,Electronics
ORD100199,2025-01-04,CUST7187,Patna,16633.85,1,1,Electronics
ORD100200,2025-02-24,CUST2953,Kolkata,220868.4,1,1,Grocery
ORD100201,2025-12-23,CUST2779,Patna,178648.82,1,1,Grocery
ORD100202,2025-02-26,CUST6564,Patna,142635.56,1,1,Electronics
ORD100203,2025-03-10,CUST4996,Hyderabad,144704.16,1,1,Electronics
ORD100204,2025-12-16,CUST2428,Mumbai,48123.87,1,1,Education
ORD100205,2025-02-26,CUST2448,Kolkata,148803.66,1,1,Furniture
ORD100206,2025-03-09,CUST1049,Hyderabad,16714.64,1,1,Education
ORD100207,2025-08-30,CUST9728,Gaya,185424.32,1,1,Grocery
ORD100208,2025-02-25,CUST6932,Kolkata,21090.24,1,1,Fashion
ORD100209,2025-04-05,CUST9159,Kolkata,208852.56,1,1,Electronics
ORD100210,2025-08-25,CUST6518,Hyderabad,177138.7,1,1,Fashion
ORD100211,2025-04-16,CUST4756,Bengaluru,13263.99,1,1,Education
ORD100212,2025-04-10,CUST7659,Patna,49067.82,1,1,Furniture
ORD100213,2025-11-09,CUST6727,Mumbai,111865.08,1,1,Electronics
ORD100214,2025-08-25,CUST8049,Delhi,130165.29,1,1,Electronics
ORD100215,2025-07-18,CUST4705,Hyderabad,29838.32,1,1,Fashion
ORD100216,2025-03-20,CUST5355,Delhi,47542.0,1,1,Grocery
ORD100217,2025-03-23,CUST3186,Delhi,156219.8,1,1,Electronics
ORD100218,2025-10-07,CUST1822,Kolkata,121853.1,1,1,Electronics
ORD100219,2025-01-13,CUST9645,Hyderabad,62199.8,1,1,Grocery
ORD100220,2025-09-14,CUST2997,Hyderabad,34192.3,1,1,Electronics
ORD100221,2025-04-27,CUST2088,Hyderabad,24428.2,1,1,Education
ORD100222,2025-07-13,CUST1711,Bengaluru,490866.4,1,1,Fashion
ORD100223,2025-01-10,CUST9840,Bengaluru,163236.96,1,1,Electronics
ORD100224,2025-12-06,CUST7613,Mumbai,394778.24,1,1,Electronics
ORD100226,2025-02-08,CUST9319,Pune,36805.55,1,1,Grocery
ORD100227,2025-04-07,CUST6773,Hyderabad,132823.76,1,1,Electronics
ORD100228,2025-06-19,CUST5214,Patna,86438.08,1,1,Furniture
ORD100229,2025-07-08,CUST3618,Pune,330723.9,1,1,Electronics
ORD100230,2025-11-01,CUST3668,Patna,280078.14,1,1,Electronics
ORD100231,2025-05-16,CUST7315,Mumbai,53794.02,1,1,Education
ORD100232,2025-04-11,CUST9158,Gaya,22073.28,1,1,Furniture
ORD100233,2025-06-21,CUST6522,Mumbai,107317.63,1,1,Education
ORD100234,2025-09-05,CUST3760,Bengaluru,41626.11,1,1,Fashion
ORD100235,2025-10-22,CUST5079,Bengaluru,267836.96,1,1,Furniture
ORD100236,2025-05-19,CUST6082,Mumbai,397220.94,1,1,Electronics
ORD100237,2025-06-25,CUST8311,Bengaluru,45048.9,1,1,Electronics
ORD100238,2025-02-04,CUST5945,Kolkata,200976.86,1,1,Fashion
ORD100239,2025-02-23,CUST9191,Hyderabad,153373.8,1,1,Education
ORD100241,2025-02-12,CUST1197,Pune,5944.12,1,1,Education
ORD100242,2025-12-22,CUST6111,Hyderabad,33273.36,1,1,Electronics
ORD100243,2025-05-04,CUST1367,Bengaluru,43529.29,1,1,Education
ORD100244,2025-03-27,CUST6584,Mumbai,296462.6,1,1,Electronics
ORD100245,2025-09-21,CUST2862,Bengaluru,74724.16,1,1,Grocery
ORD100246,2025-05-31,CUST4094,Hyderabad,178309.16,1,1,Grocery
ORD100247,2025-09-17,CUST5129,Bengaluru,219522.18,1,1,Education
ORD100248,2025-02-09,CUST4629,Patna,75833.37,1,1,Electronics
ORD100249,2025-01-23,CUST5454,Hyderabad,308555.0,1,1,Furniture
ORD100250,2025-12-20,CUST3169,Delhi,138808.11,1,1,Electronics
ORD100251,2025-04-02,CUST9047,Patna,325228.19,1,1,Electronics
ORD100252,2025-08-28,CUST9097,Hyderabad,64336.72,1,1,Education
ORD100253,2025-04-16,CUST2006,Kolkata,3310.72,1,1,Education
ORD100254,2025-08-17,CUST5418,Kolkata,177852.72,1,1,Education
ORD100255,2025-05-02,CUST8067,Patna,261456.84,1,1,Furniture
ORD100256,2025-05-03,CUST3080,Pune,43789.89,1,1,Furniture
ORD100257,2025-12-15,CUST6728,Bengaluru,34757.71,1,1,Electronics
ORD100258,2025-09-10,CUST7801,Pune,43373.54,1,1,Furniture
ORD100259,2025-06-18,CUST4686,Pune,290918.72,1,1,Grocery
ORD100260,2025-01-20,CUST6345,Hyderabad,47845.02,1,1,Furniture
ORD100261,2025-07-09,CUST6927,Gaya,86462.0,1,1,Furniture
ORD100262,2025-10-28,CUST8686,Patna,175530.12,1,1,Furniture
ORD100263,2025-06-22,CUST6585,Hyderabad,103625.84,1,1,Grocery
ORD100264,2025-04-18,CUST7176,Bengaluru,54990.9,1,1,Furniture
ORD100265,2025-05-04,CUST9233,Hyderabad,363317.5,1,1,Furniture
ORD100266,2025-11-26,CUST7501,Gaya,51679.6,1,1,Grocery
ORD100267,2025-05-06,CUST7082,Bengaluru,100658.0,1,1,Education
ORD100268,2025-04-04,CUST2463,Bengaluru,248328.55,1,1,Electronics
ORD100269,2025-08-01,CUST1662,Pune,96526.71,1,1,Education
ORD100270,2025-10-25,CUST7413,Kolkata,82021.25,1,1,Electronics
ORD100271,2025-12-26,CUST1994,Pune,97121.64,1,1,Education
ORD100272,2025-08-03,CUST6173,Pune,150268.72,1,1,Electronics
ORD100273,2025-01-10,CUST7374,Patna,236009.2,1,1,Education
ORD100274,2025-09-11,CUST4737,Patna,180858.3,1,1,Education
ORD100275,2025-06-07,CUST3689,Patna,378494.16,1,1,Electronics
ORD100276,2025-09-06,CUST6444,Mumbai,259787.34,1,1,Education
ORD100277,2025-09-13,CUST2152,Bengaluru,96867.4,1,1,Electronics
ORD100278,2025-09-14,CUST1636,Patna,52698.94,1,1,Furniture
ORD100279,2025-09-30,CUST3341,Gaya,186519.72,1,1,Electronics
ORD100280,2025-08-19,CUST1463,Bengaluru,97209.96,1,1,Fashion
ORD100281,2025-12-26,CUST3877,Delhi,85323.78,1,1,Electronics
ORD100282,2025-12-28,CUST6407,Delhi,34861.2,1,1,Electronics
ORD100283,2025-01-09,CUST4381,Kolkata,135764.76,1,1,Electronics
ORD100284,2025-05-09,CUST5097,Mumbai,185571.72,1,1,Electronics
ORD100285,2025-10-17,CUST9910,Hyderabad,90068.24,1,1,Fashion
ORD100286,2025-10-23,CUST7806,Hyderabad,81537.0,1,1,Grocery
ORD100287,2025-01-11,CUST8105,Delhi,107665.89,1,1,Electronics
ORD100288,2025-11-04,CUST6002,Delhi,214875.81,1,1,Electronics
ORD100289,2025-11-07,CUST1334,Kolkata,34200.58,1,1,Fashion
ORD100290,2025-04-06,CUST9248,Mumbai,106419.88,1,1,Furniture
ORD100291,2025-08-31,CUST7152,Patna,106181.76,1,1,Electronics
ORD100292,2025-02-20,CUST8650,Gaya,78828.6,1,1,Grocery
ORD100293,2025-04-16,CUST9284,Kolkata,19210.3,1,1,Education
ORD100294,2025-03-02,CUST4169,Hyderabad,25982.0,1,1,Grocery
ORD100295,2025-05-04,CUST3464,Bengaluru,172829.92,1,1,Education
ORD100296,2025-07-04,CUST8294,Hyderabad,199506.68,1,1,Education
ORD100297,2025-11-18,CUST4845,Mumbai,2599.12,1,1,Furniture
ORD100298,2025-07-28,CUST6538,Pune,26611.8,1,1,Electronics
ORD100299,2025-03-25,CUST6028,Delhi,82132.92,1,1,Electronics
ORD100301,2025-09-12,CUST5406,Kolkata,47545.65,1,1,Electronics
ORD100302,2025-08-09,CUST9552,Patna,7745.85,1,1,Furniture
ORD100303,2025-03-27,CUST3059,Patna,234450.42,1,1,Fashion
ORD100304,2025-07-06,CUST1183,Gaya,49324.8,1,1,Furniture
ORD100305,2025-08-27,CUST1088,Patna,203819.75,1,1,Fashion
ORD100306,2025-08-02,CUST8195,Patna,3727.43,1,1,Fashion
ORD100307,2026-01-01,CUST1231,Patna,187087.76,1,1,Grocery
ORD100308,2025-12-12,CUST6206,Kolkata,302455.37,1,1,Education
ORD100309,2025-03-23,CUST7625,Patna,17409.33,1,1,Education
ORD100310,2025-07-29,CUST1762,Delhi,123899.8,1,1,Education
ORD100311,2025-09-08,CUST1743,Hyderabad,161107.04,1,1,Fashion
ORD100312,2025-11-12,CUST9788,Hyderabad,138165.76,1,1,Electronics
ORD100313,2025-10-23,CUST2687,Hyderabad,49496.16,1,1,Education
ORD100314,2025-07-22,CUST3094,Bengaluru,343480.48,1,1,Electronics
ORD100315,2025-06-08,CUST7059,Delhi,13776.48,1,1,Electronics
ORD100316,2025-04-21,CUST8229,Pune,129289.55,1,1,Electronics
ORD100317,2025-02-25,CUST9307,Hyderabad,189276.52,1,1,Education
ORD100318,2025-01-30,CUST2457,Kolkata,43633.34,1,1,Electronics
ORD100319,2025-06-08,CUST5057,Patna,30227.94,1,1,Fashion
ORD100320,2025-05-07,CUST1516,Mumbai,199641.96,1,1,Electronics
ORD100321,2025-06-22,CUST4527,Mumbai,210037.8,1,1,Education
ORD100322,2025-08-15,CUST2650,Kolkata,162226.4,1,1,Furniture
ORD100323,2025-09-20,CUST1932,Delhi,7741.12,1,1,Electronics
ORD100324,2025-07-20,CUST2094,Hyderabad,113543.48,1,1,Education
ORD100325,2025-08-26,CUST7196,Delhi,267104.88,1,1,Furniture
ORD100326,2025-05-27,CUST2537,Bengaluru,1005.21,1,1,Electronics
ORD100327,2025-03-30,CUST9627,Gaya,139501.8,1,1,Grocery
ORD100328,2025-05-06,CUST3044,Bengaluru,318554.4,1,1,Grocery
ORD100329,2025-04-12,CUST9693,Patna,413892.18,1,1,Education
ORD100330,2025-10-14,CUST5621,Delhi,134832.67,1,1,Fashion
ORD100331,2025-04-28,CUST6067,Patna,177865.2,1,1,Electronics
ORD100332,2025-02-03,CUST9465,Kolkata,8988.44,1,1,Fashion
ORD100333,2025-07-23,CUST3773,Pune,167795.58,1,1,Furniture
ORD100334,2025-01-29,CUST5933,Mumbai,65068.15,1,1,Furniture
ORD100335,2025-10-16,CUST8904,Kolkata,63886.38,1,1,Grocery
ORD100336,2025-02-24,CUST2599,Mumbai,134115.7,1,1,Electronics
ORD100337,2025-12-05,CUST5249,Pune,116373.8,1,1,Fashion
ORD100338,2025-09-21,CUST9849,Delhi,192594.75,1,1,Furniture
ORD100339,2025-03-02,CUST3891,Mumbai,150743.16,1,1,Electronics
ORD100340,2025-10-28,CUST8154,Pune,425608.74,1,1,Electronics
ORD100341,2025-02-13,CUST1614,Bengaluru,74620.36,1,1,Education
ORD100342,2025-01-28,CUST9557,Mumbai,137155.95,1,1,Education
ORD100343,2025-10-29,CUST9253,Pune,215803.3,1,1,Grocery
ORD100344,2025-12-18,CUST2794,Patna,54661.6,1,1,Fashion
ORD100345,2025-05-01,CUST1463,Gaya,76444.38,1,1,Electronics
ORD100346,2025-02-09,CUST2051,Bengaluru,109237.86,1,1,Grocery
ORD100347,2025-02-16,CUST1577,Delhi,36943.51,1,1,Fashion
ORD100348,2025-07-16,CUST7654,Delhi,67132.4,1,1,Grocery
ORD100349,2025-03-27,CUST9304,Bengaluru,64664.54,1,1,Fashion
ORD100350,2025-07-11,CUST9709,Pune,378037.6,1,1,Electronics
ORD100351,2025-03-26,CUST6828,Bengaluru,127614.42,1,1,Furniture
ORD100352,2025-02-24,CUST1170,Mumbai,103361.36,1,1,Electronics
ORD100353,2025-02-13,CUST3075,Bengaluru,8162.84,1,1,Electronics
ORD100354,2025-11-08,CUST7104,Mumbai,245061.25,1,1,Furniture
ORD100355,2025-10-20,CUST3265,Gaya,97693.35,1,1,Grocery
ORD100356,2025-08-17,CUST4601,Hyderabad,5053.68,1,1,Education
ORD100357,2025-07-15,CUST5743,Gaya,86401.08,1,1,Electronics
ORD100358,2025-08-11,CUST8871,Kolkata,113857.04,1,1,Furniture
ORD100359,2025-01-26,CUST3763,Delhi,203412.5,1,1,Fashion
ORD100361,2025-04-26,CUST7309,Delhi,256457.76,1,1,Education
ORD100362,2025-10-01,CUST3281,Pune,190106.9,1,1,Electronics
ORD100363,2025-04-30,CUST9724,Pune,156221.6,1,1,Electronics
ORD100364,2025-11-16,CUST5468,Bengaluru,299131.56,1,1,Electronics
ORD100365,2025-12-30,CUST7621,Gaya,44751.42,1,1,Fashion
ORD100366,2025-03-13,CUST9551,Bengaluru,474935.9,1,1,Electronics
ORD100367,2025-09-07,CUST3023,Gaya,368979.6,1,1,Fashion
ORD100368,2025-06-06,CUST5318,Bengaluru,93084.36,1,1,Fashion
ORD100369,2025-06-12,CUST9900,Bengaluru,97972.96,1,1,Fashion
ORD100370,2025-01-26,CUST6142,Patna,128393.8,1,1,Electronics
ORD100371,2025-09-25,CUST8318,Kolkata,6050.27,1,1,Electronics
ORD100372,2025-06-15,CUST9485,Mumbai,85037.6,1,1,Electronics
